EDAD;RAZA;NEOSPORA;TORO;INSEMINACION;ABORTO;REPETICION;NO_CARGA;DISTOCIAS;TERNEROS_DEBILES;MUERTE_EMBRIONARIA
> 3 AÑOS;JER;False;True;True;True;False;True;True;False;True
> 3 AÑOS;JER;True;False;True;True;True;True;False;False;False
> 3 AÑOS;JER;False;True;True;False;False;True;False;False;False
> 4 AÑO;HOL;False;True;False;True;False;False;True;False;False
> 3 AÑOS;JER;True;False;False;True;False;True;False;False;False
> 3 AÑOS;HOL;False;True;False;True;True;True;True;False;False
> 3 AÑOS;HOL;True;True;True;True;False;False;False;False;False
> 2 AÑOS;JER;True;True;True;True;True;False;False;False;False
> 3 AÑOS;NOR;False;True;False;False;False;True;True;False;False
> 3 AÑOS;JER;False;True;True;False;True;True;True;False;False
> 3 AÑOS;AYR;False;False;True;True;False;True;False;True;False
> 4 AÑO;HOL;False;True;True;False;False;False;False;False;False
> 3 AÑOS;HOL;True;True;False;True;True;False;False;True;False
> 3 AÑOS;JER;False;True;True;False;True;False;True;False;False
> 3 AÑOS;NOR;False;True;True;True;True;True;True;False;False
> 4 AÑO;HOL;False;False;True;False;False;False;True;False;False
> 3 AÑOS;NOR;False;True;False;False;True;True;False;False;False
> 3 AÑOS;AYR;True;True;True;False;True;False;False;False;False
> 4 AÑO;JER;True;False;False;False;False;False;False;False;False
> 2 AÑOS;AYR;True;False;True;False;False;True;False;False;False
> 2 AÑOS;AYR;True;True;True;True;False;True;False;False;False
> 2 AÑOS;JER;False;False;False;False;True;False;True;False;False
> 4 AÑO;AYR;False;False;False;False;True;True;True;False;True
> 3 AÑOS;HOL;False;True;True;True;False;True;False;False;False
> 4 AÑO;JER;False;False;False;False;False;False;True;False;False
> 3 AÑOS;JER;False;True;False;True;True;True;False;False;False
> 3 AÑOS;HOL;False;True;True;False;False;False;False;False;False
> 3 AÑOS;JER;True;True;True;True;True;False;True;False;True
> 3 AÑOS;JER;False;False;True;False;False;True;False;False;True
> 4 AÑO;NOR;True;True;True;False;True;True;False;True;False
> 4 AÑO;NOR;True;False;False;True;True;True;True;False;True
> 3 AÑOS;NOR;False;True;False;False;False;False;False;True;False
> 4 AÑO;HOL;True;False;True;False;False;False;True;False;False
> 4 AÑO;JER;True;True;False;True;True;True;False;False;True
> 3 AÑOS;HOL;True;True;True;True;True;False;True;False;False
> 4 AÑO;HOL;False;False;True;True;True;False;False;False;False
> 3 AÑOS;NOR;False;True;True;True;True;True;False;True;False
> 3 AÑOS;HOL;True;True;True;True;False;False;False;False;False
> 3 AÑOS;JER;False;False;True;False;True;False;False;False;False
> 2 AÑOS;JER;False;False;False;False;False;True;False;False;False
> 3 AÑOS;JER;True;True;False;False;True;True;True;False;False
> 2 AÑOS;AYR;True;False;True;True;True;True;False;False;False
> 2 AÑOS;HOL;True;True;True;True;False;True;False;True;False
> 3 AÑOS;AYR;True;False;False;True;True;True;False;True;True
> 2 AÑOS;HOL;False;True;False;False;True;False;True;False;False
> 3 AÑOS;AYR;False;False;False;False;False;False;False;True;False
> 3 AÑOS;JER;True;False;False;True;True;False;False;False;False
> 3 AÑOS;AYR;True;True;False;False;False;False;True;False;False
> 3 AÑOS;JER;False;False;True;True;True;False;False;True;False
> 2 AÑOS;AYR;False;True;False;False;True;False;True;False;True
> 3 AÑOS;HOL;False;False;True;False;False;True;False;False;False
> 2 AÑOS;JER;True;True;True;False;True;True;False;False;False
> 4 AÑO;HOL;False;False;True;True;True;True;True;True;False
> 3 AÑOS;NOR;True;True;True;False;True;True;True;False;False
> 3 AÑOS;AYR;True;True;True;True;False;False;False;False;False
> 3 AÑOS;AYR;True;True;False;True;False;True;False;False;False
> 3 AÑOS;AYR;False;True;True;False;False;True;True;False;False
> 3 AÑOS;NOR;False;True;False;False;True;True;False;False;False
> 3 AÑOS;HOL;False;True;False;True;False;True;True;False;True
> 2 AÑOS;JER;False;True;False;False;True;False;False;False;False
> 4 AÑO;HOL;False;True;False;True;False;True;False;True;False
> 3 AÑOS;NOR;False;True;False;True;False;True;True;True;False
> 3 AÑOS;HOL;False;False;True;False;False;True;False;True;False
> 4 AÑO;NOR;False;False;True;False;False;True;True;False;False
> 3 AÑOS;AYR;True;True;False;True;False;True;False;False;False
> 3 AÑOS;AYR;True;True;True;False;True;True;False;False;False
> 3 AÑOS;NOR;False;False;False;False;True;False;True;False;False
> 3 AÑOS;HOL;False;True;False;True;True;False;True;False;False
> 2 AÑOS;NOR;False;True;False;False;True;True;True;False;False
> 2 AÑOS;AYR;False;True;True;False;True;False;False;False;False
> 3 AÑOS;JER;True;True;False;False;False;True;True;False;False
> 3 AÑOS;JER;True;True;False;False;True;True;False;False;True
> 3 AÑOS;HOL;False;True;True;False;False;True;False;False;False
> 3 AÑOS;NOR;True;False;True;False;True;True;False;False;False
> 3 AÑOS;AYR;False;True;True;False;True;False;False;False;False
> 3 AÑOS;JER;False;True;True;False;False;False;False;False;True
> 3 AÑOS;AYR;False;True;False;True;True;False;False;True;False
> 3 AÑOS;JER;True;True;False;True;False;True;False;False;False
> 3 AÑOS;NOR;True;False;True;True;False;False;True;False;True
> 3 AÑOS;NOR;False;True;True;True;False;False;False;False;False
> 4 AÑO;AYR;False;True;False;False;True;True;False;False;False
> 3 AÑOS;JER;False;True;False;True;False;False;False;False;False
> 3 AÑOS;JER;False;False;True;False;True;False;True;False;False
> 3 AÑOS;AYR;False;True;True;True;False;False;False;False;False
> 4 AÑO;HOL;False;True;False;True;False;False;False;False;False
> 4 AÑO;NOR;False;True;True;True;True;False;True;False;False
> 3 AÑOS;JER;False;True;False;True;True;True;False;False;False
> 3 AÑOS;NOR;False;True;True;False;True;True;False;False;True
> 2 AÑOS;JER;True;True;True;False;False;True;False;False;False
> 3 AÑOS;AYR;True;True;False;False;True;False;False;False;False
> 3 AÑOS;NOR;True;True;True;False;False;True;False;False;False
> 3 AÑOS;JER;False;False;True;True;True;True;False;False;False
> 3 AÑOS;NOR;True;False;True;True;True;False;True;False;False
> 3 AÑOS;JER;False;True;True;False;True;True;False;False;False
> 3 AÑOS;HOL;True;True;True;True;False;True;False;False;True
> 3 AÑOS;JER;False;True;False;True;True;False;False;False;False
> 3 AÑOS;HOL;True;True;True;True;True;True;False;False;False
> 3 AÑOS;HOL;False;True;True;False;False;True;True;False;False
> 2 AÑOS;NOR;True;True;False;False;False;True;False;False;False
> 3 AÑOS;NOR;True;True;True;True;False;True;False;False;False
> 3 AÑOS;HOL;False;True;True;False;False;True;True;True;False
> 4 AÑO;AYR;False;False;True;False;True;True;True;False;False
> 3 AÑOS;NOR;False;True;False;True;False;True;False;False;False
> 3 AÑOS;NOR;False;True;False;False;False;False;False;True;False
> 3 AÑOS;HOL;True;False;False;False;False;False;False;True;False
> 3 AÑOS;HOL;False;True;False;False;False;True;False;False;False
> 3 AÑOS;JER;False;True;True;True;True;False;False;False;False
> 3 AÑOS;NOR;False;False;False;False;False;False;False;False;False
> 2 AÑOS;HOL;False;False;True;False;True;True;False;False;False
> 3 AÑOS;JER;True;False;True;False;False;False;False;False;False
> 2 AÑOS;AYR;False;True;False;False;True;False;True;False;False
> 3 AÑOS;HOL;False;True;False;False;False;True;False;False;False
> 3 AÑOS;HOL;True;True;True;False;False;True;True;False;False
> 3 AÑOS;JER;True;True;True;True;True;False;False;False;False
> 3 AÑOS;NOR;True;True;False;True;True;True;True;True;False
> 3 AÑOS;NOR;True;True;True;False;True;False;False;False;False
> 4 AÑO;NOR;True;True;True;False;True;False;False;False;False
> 2 AÑOS;JER;False;False;False;True;True;False;False;False;False
> 3 AÑOS;JER;True;False;False;False;False;False;True;False;False
> 3 AÑOS;AYR;True;False;True;True;False;False;False;False;False
> 3 AÑOS;JER;True;True;True;True;False;False;False;True;False
> 4 AÑO;HOL;False;True;True;True;True;True;False;False;False
> 4 AÑO;AYR;False;True;True;False;True;False;False;False;False
> 3 AÑOS;JER;True;True;False;True;True;False;False;False;False
> 3 AÑOS;JER;False;True;True;True;False;False;False;False;False
> 4 AÑO;HOL;False;True;True;False;False;False;True;False;False
> 2 AÑOS;HOL;True;True;True;False;True;True;False;False;False
> 3 AÑOS;HOL;False;False;True;True;True;False;False;False;False
> 3 AÑOS;HOL;True;False;True;False;True;False;False;False;False
> 3 AÑOS;NOR;False;True;False;True;True;True;False;True;False
> 2 AÑOS;AYR;False;True;False;True;True;True;False;False;False
> 3 AÑOS;AYR;True;True;False;False;True;True;False;False;False
> 3 AÑOS;HOL;False;False;True;True;False;True;False;False;False
> 3 AÑOS;JER;False;False;False;False;False;True;True;False;False
> 3 AÑOS;AYR;True;True;False;False;True;True;False;False;True
> 2 AÑOS;HOL;True;False;True;False;False;True;False;False;False
> 3 AÑOS;HOL;True;True;True;True;True;False;False;False;False
> 3 AÑOS;NOR;False;True;True;False;True;True;True;False;False
> 3 AÑOS;NOR;False;False;True;True;False;False;True;False;False
> 4 AÑO;JER;False;True;False;False;False;True;False;False;False
> 3 AÑOS;AYR;False;False;False;False;True;True;False;False;False
> 2 AÑOS;HOL;False;True;False;False;False;True;False;False;True
> 3 AÑOS;AYR;False;True;True;True;True;False;False;False;True
> 3 AÑOS;AYR;True;True;False;False;False;True;False;False;False
> 3 AÑOS;HOL;True;True;True;True;False;True;False;False;False
> 3 AÑOS;NOR;True;True;False;True;False;True;False;True;True
> 3 AÑOS;JER;False;False;False;True;False;False;False;False;False
> 2 AÑOS;AYR;True;True;True;False;False;False;True;False;False
> 2 AÑOS;JER;False;True;True;False;False;True;False;True;False
> 3 AÑOS;NOR;False;False;False;False;False;False;False;False;False
> 3 AÑOS;HOL;False;True;False;False;True;True;False;False;False
> 2 AÑOS;HOL;False;False;False;True;True;False;False;True;False
> 4 AÑO;JER;False;False;False;False;False;True;False;False;False
> 2 AÑOS;JER;False;True;True;False;False;False;False;False;False
> 4 AÑO;AYR;False;False;True;False;False;True;False;False;False
> 3 AÑOS;JER;True;True;False;False;False;False;True;False;False
> 3 AÑOS;AYR;True;False;True;False;True;False;False;False;False
> 3 AÑOS;HOL;False;True;False;False;False;False;False;False;False
> 3 AÑOS;AYR;False;True;True;True;False;True;False;False;False
> 3 AÑOS;NOR;False;True;True;False;True;True;True;True;False
> 3 AÑOS;NOR;False;False;False;False;False;False;True;False;False
> 3 AÑOS;HOL;False;False;True;False;True;True;True;False;False
> 3 AÑOS;HOL;False;True;True;True;False;True;False;True;False
> 4 AÑO;HOL;False;True;False;False;True;True;False;False;False
> 3 AÑOS;HOL;False;True;False;False;True;True;False;False;False
> 3 AÑOS;AYR;False;False;True;False;True;True;False;True;False
> 3 AÑOS;HOL;False;False;True;False;True;False;True;False;True
> 2 AÑOS;NOR;True;True;False;False;True;False;False;True;False
> 3 AÑOS;HOL;False;False;False;True;True;True;True;False;False
> 4 AÑO;HOL;True;False;True;True;True;True;False;True;False
> 4 AÑO;AYR;True;True;True;False;False;True;False;False;True
> 2 AÑOS;JER;True;True;True;False;False;True;False;False;False
> 3 AÑOS;AYR;False;True;True;False;True;False;False;True;False
> 2 AÑOS;AYR;False;False;True;False;False;False;False;False;True
> 2 AÑOS;AYR;False;False;True;False;False;False;False;False;False
> 3 AÑOS;HOL;True;False;False;False;True;False;False;False;False
> 4 AÑO;JER;False;True;False;False;True;True;True;False;False
> 2 AÑOS;AYR;True;True;False;False;True;True;False;False;False
> 3 AÑOS;AYR;True;False;False;True;True;True;False;False;True
> 2 AÑOS;NOR;False;False;True;True;False;True;False;False;False
> 3 AÑOS;HOL;False;False;True;False;False;True;False;False;False
> 2 AÑOS;HOL;True;True;False;False;False;False;True;True;False
> 4 AÑO;NOR;True;False;False;True;True;False;False;False;False
> 2 AÑOS;HOL;False;True;True;True;False;False;False;False;False
> 3 AÑOS;NOR;True;True;False;True;True;True;False;False;False
> 4 AÑO;HOL;False;True;False;False;False;True;True;False;True
> 2 AÑOS;AYR;True;True;False;False;False;False;False;False;False
> 3 AÑOS;AYR;False;False;True;False;False;True;False;True;True
> 2 AÑOS;HOL;True;True;True;False;True;True;False;False;True
> 2 AÑOS;HOL;True;True;True;True;True;True;False;False;False
> 4 AÑO;AYR;True;True;False;False;False;True;False;False;False
> 2 AÑOS;JER;False;True;True;False;False;False;False;True;True
> 3 AÑOS;JER;False;False;True;True;False;False;False;False;True
> 3 AÑOS;JER;False;True;True;False;True;False;False;False;False
> 2 AÑOS;NOR;False;True;False;False;False;True;False;False;False
> 3 AÑOS;NOR;True;True;True;False;True;True;False;False;False
> 2 AÑOS;HOL;True;False;False;False;False;True;False;False;False
> 3 AÑOS;AYR;False;True;True;False;False;False;False;False;False
> 4 AÑO;NOR;False;True;True;True;True;True;False;True;True
> 3 AÑOS;JER;False;True;True;True;False;True;True;False;False
> 4 AÑO;JER;False;True;True;False;True;True;True;True;True
> 2 AÑOS;HOL;False;True;False;False;False;True;False;False;False
> 3 AÑOS;NOR;False;True;False;False;False;True;True;False;False
> 3 AÑOS;AYR;False;True;False;True;False;True;False;False;False
> 3 AÑOS;AYR;True;False;True;False;True;True;True;False;False
> 2 AÑOS;AYR;True;False;True;False;False;True;True;False;True
> 3 AÑOS;HOL;False;False;True;True;False;False;True;False;True
> 2 AÑOS;JER;False;False;False;True;True;True;False;False;False
> 3 AÑOS;JER;False;True;False;False;False;False;True;False;False
> 2 AÑOS;JER;False;False;True;False;True;True;True;False;False
> 3 AÑOS;HOL;False;True;False;True;True;False;False;False;False
> 3 AÑOS;NOR;False;True;False;False;False;False;False;False;False
> 3 AÑOS;JER;True;True;True;False;False;False;True;False;False
> 3 AÑOS;HOL;True;False;True;False;True;False;False;False;False
> 3 AÑOS;HOL;True;True;False;True;False;False;False;False;False
> 2 AÑOS;HOL;False;True;False;True;True;False;False;False;False
> 3 AÑOS;AYR;False;True;False;False;False;True;False;True;False
> 3 AÑOS;AYR;True;True;True;False;True;False;True;False;False
> 4 AÑO;NOR;False;True;False;True;False;False;True;False;False
> 3 AÑOS;NOR;True;False;True;False;True;True;True;False;False
> 3 AÑOS;NOR;True;True;True;True;True;False;True;False;False
> 3 AÑOS;AYR;False;True;True;True;False;False;False;False;False
> 3 AÑOS;HOL;True;True;True;False;True;False;False;True;False
> 4 AÑO;NOR;False;True;False;True;True;True;False;False;False
> 4 AÑO;JER;False;True;False;True;False;True;False;False;False
> 3 AÑOS;HOL;True;True;False;False;False;False;False;False;False
> 3 AÑOS;AYR;True;True;True;True;False;False;True;False;False
> 3 AÑOS;JER;False;True;False;True;False;True;True;False;False
> 3 AÑOS;HOL;True;True;False;False;True;False;True;True;False
> 4 AÑO;JER;True;True;True;False;True;False;True;False;False
> 4 AÑO;JER;False;True;True;False;True;True;True;False;False
> 3 AÑOS;JER;True;False;True;False;False;False;False;False;False
> 4 AÑO;AYR;True;False;True;False;False;False;True;False;True
> 3 AÑOS;HOL;False;True;True;False;False;True;False;False;False
> 2 AÑOS;HOL;True;True;False;False;True;False;False;False;False
> 3 AÑOS;JER;False;True;False;True;False;True;False;False;True
> 3 AÑOS;JER;False;True;True;True;True;False;False;False;False
> 4 AÑO;JER;True;True;True;False;True;False;False;False;False
> 3 AÑOS;AYR;False;True;True;False;False;False;False;False;True
> 2 AÑOS;HOL;True;False;True;True;False;False;True;False;False
> 3 AÑOS;NOR;False;True;False;True;True;True;True;False;False
> 3 AÑOS;HOL;False;False;True;True;False;False;False;False;False
> 3 AÑOS;JER;False;True;True;True;True;True;False;False;False
> 3 AÑOS;NOR;False;False;True;True;False;True;False;False;False
> 3 AÑOS;NOR;True;False;True;True;True;True;False;False;False
> 3 AÑOS;HOL;False;True;True;False;False;False;True;False;True
> 3 AÑOS;HOL;True;True;True;True;False;False;False;False;True
> 2 AÑOS;HOL;False;False;False;False;False;True;False;False;False
> 4 AÑO;JER;False;True;True;False;True;True;False;False;False
> 4 AÑO;AYR;True;True;True;False;True;True;False;True;False
> 2 AÑOS;HOL;True;True;False;False;False;True;False;False;False
> 3 AÑOS;AYR;True;True;False;False;True;True;False;False;False
> 3 AÑOS;HOL;False;False;True;False;True;True;True;False;False
> 3 AÑOS;HOL;False;True;True;False;True;False;False;False;False
> 4 AÑO;NOR;False;False;True;False;False;False;True;True;False
> 3 AÑOS;NOR;True;True;False;True;False;True;True;False;False
> 4 AÑO;HOL;False;True;True;False;False;False;False;False;False
> 3 AÑOS;JER;True;True;False;False;False;True;False;False;False
> 3 AÑOS;AYR;False;False;True;False;True;False;False;False;False
> 3 AÑOS;JER;False;True;True;False;True;True;False;False;False
> 3 AÑOS;JER;False;True;False;False;False;False;True;False;False
> 3 AÑOS;AYR;False;False;False;False;False;True;False;False;False
> 3 AÑOS;AYR;False;True;False;False;True;True;True;False;False
> 3 AÑOS;AYR;True;True;True;False;True;False;True;False;False
> 3 AÑOS;AYR;True;False;True;False;True;True;False;False;False
> 3 AÑOS;NOR;False;False;True;True;True;True;False;False;True
> 3 AÑOS;HOL;True;True;True;False;False;True;False;False;False
> 3 AÑOS;HOL;False;False;False;True;False;True;True;False;False
> 4 AÑO;HOL;False;True;True;True;True;True;False;True;True
> 3 AÑOS;AYR;False;False;False;False;True;False;False;False;False
> 3 AÑOS;HOL;True;True;True;False;False;True;True;False;False
> 3 AÑOS;AYR;False;True;False;True;True;True;False;False;False
> 4 AÑO;NOR;True;False;True;True;True;True;False;False;False
> 2 AÑOS;HOL;True;True;False;False;False;True;True;False;False
> 3 AÑOS;JER;False;False;True;False;True;False;False;False;False
> 3 AÑOS;NOR;True;True;True;False;False;True;False;True;False
> 4 AÑO;HOL;True;True;True;True;True;True;True;False;False
> 3 AÑOS;NOR;False;False;False;False;False;True;True;False;False
> 2 AÑOS;NOR;True;False;True;False;False;True;False;False;False
> 3 AÑOS;NOR;False;True;False;False;True;True;True;False;False
> 4 AÑO;JER;False;False;True;False;True;True;True;False;False
> 3 AÑOS;AYR;False;True;True;False;True;True;False;False;False
> 2 AÑOS;HOL;True;False;False;True;True;True;False;False;False
> 3 AÑOS;JER;False;False;False;True;False;True;False;False;False
> 2 AÑOS;HOL;False;True;False;True;False;False;False;False;False
> 4 AÑO;HOL;False;True;True;False;False;True;True;False;False
> 4 AÑO;HOL;True;True;True;False;True;True;False;False;False
> 3 AÑOS;HOL;False;True;True;True;False;False;True;False;False
> 4 AÑO;AYR;False;False;False;False;True;True;False;True;False
> 3 AÑOS;JER;True;False;True;False;False;True;True;True;True
> 2 AÑOS;AYR;True;False;False;False;False;True;False;False;True
> 2 AÑOS;HOL;True;True;True;False;False;True;False;False;True
> 3 AÑOS;AYR;True;True;True;True;False;True;True;False;False
> 3 AÑOS;AYR;False;True;True;False;False;False;False;False;False
> 3 AÑOS;AYR;True;False;True;True;True;True;False;False;False
> 3 AÑOS;HOL;True;False;True;False;False;True;True;False;False
> 4 AÑO;NOR;False;False;False;True;False;False;True;True;False
> 4 AÑO;HOL;True;False;True;False;False;True;False;False;False
> 3 AÑOS;JER;False;False;True;True;True;True;True;False;False
> 4 AÑO;NOR;False;True;False;False;False;True;False;False;False
> 3 AÑOS;JER;True;True;True;False;False;True;False;False;False
> 3 AÑOS;AYR;False;False;True;True;True;False;False;False;True
> 3 AÑOS;JER;True;True;True;True;True;False;False;False;False
> 4 AÑO;HOL;False;True;True;False;False;False;False;False;False
> 3 AÑOS;AYR;False;True;True;True;True;False;False;False;True
> 3 AÑOS;HOL;False;True;True;False;True;False;False;False;False
> 3 AÑOS;NOR;False;True;True;True;True;True;False;False;False
> 3 AÑOS;AYR;True;True;True;False;False;False;True;False;False
> 2 AÑOS;HOL;True;True;False;True;False;False;True;True;True
> 2 AÑOS;HOL;True;True;False;True;False;True;False;False;False
> 4 AÑO;AYR;True;True;False;False;True;False;False;False;False
> 3 AÑOS;AYR;False;True;True;False;True;True;True;False;False
> 3 AÑOS;AYR;True;True;False;False;False;False;False;False;False
> 3 AÑOS;NOR;True;True;True;False;True;True;True;False;True
> 4 AÑO;AYR;True;True;True;False;True;True;False;True;False
> 4 AÑO;AYR;False;True;True;False;False;False;False;True;False
> 3 AÑOS;AYR;True;True;True;False;True;False;False;False;False
> 3 AÑOS;JER;True;False;True;False;True;True;False;False;True
> 3 AÑOS;AYR;False;True;False;True;True;False;True;True;False
> 3 AÑOS;JER;True;True;False;False;False;False;False;False;True
> 4 AÑO;HOL;False;False;False;True;False;True;True;False;False
> 3 AÑOS;NOR;False;False;False;False;False;True;False;False;False
> 3 AÑOS;NOR;False;False;True;True;False;False;False;False;False
> 3 AÑOS;NOR;False;True;True;True;False;True;False;False;False
> 2 AÑOS;NOR;False;True;False;True;False;True;False;False;False
> 3 AÑOS;JER;False;True;False;False;False;False;True;False;False
> 3 AÑOS;NOR;False;True;True;False;True;True;False;False;False
> 3 AÑOS;AYR;True;True;True;True;True;True;False;False;False
> 3 AÑOS;JER;True;False;False;False;False;False;False;False;False
> 3 AÑOS;JER;True;False;True;False;True;False;True;False;False
> 3 AÑOS;HOL;True;True;True;False;False;True;False;False;False
> 3 AÑOS;NOR;True;True;False;False;True;False;True;False;False
> 4 AÑO;HOL;False;False;True;True;True;False;False;True;False
> 3 AÑOS;HOL;True;True;True;True;True;False;False;False;False
> 3 AÑOS;AYR;False;False;False;False;False;False;False;False;False
> 4 AÑO;HOL;False;True;False;False;False;True;False;False;False
> 2 AÑOS;HOL;False;False;True;False;False;True;True;False;False
> 3 AÑOS;AYR;False;False;True;False;False;True;True;False;False
> 3 AÑOS;JER;False;False;False;True;True;False;False;False;False
> 3 AÑOS;AYR;False;True;True;True;False;True;True;False;True
> 3 AÑOS;JER;False;True;False;False;True;True;False;False;False
> 2 AÑOS;AYR;False;False;False;True;True;True;False;False;False
> 3 AÑOS;JER;True;True;False;True;False;False;True;True;False
> 3 AÑOS;HOL;False;True;False;False;False;False;False;False;False
> 4 AÑO;JER;False;True;False;False;False;True;True;True;False
> 3 AÑOS;HOL;True;True;True;False;True;True;True;False;False
> 3 AÑOS;JER;True;True;True;False;False;True;False;False;False
> 3 AÑOS;HOL;True;False;False;True;True;True;False;False;False
> 2 AÑOS;JER;True;False;True;True;True;True;False;False;False
> 3 AÑOS;HOL;False;False;True;True;True;True;False;True;False
> 4 AÑO;HOL;True;True;True;True;False;True;True;False;False
> 2 AÑOS;JER;False;True;True;False;True;True;False;False;False
> 4 AÑO;NOR;True;False;True;False;False;False;True;False;False
> 3 AÑOS;AYR;False;False;True;True;False;False;False;True;False
> 2 AÑOS;HOL;True;True;True;True;False;False;False;False;True
> 3 AÑOS;HOL;True;True;True;False;False;True;False;False;False
> 3 AÑOS;JER;False;True;True;True;True;True;False;False;False
> 3 AÑOS;AYR;True;True;False;False;True;True;True;False;False
> 3 AÑOS;JER;True;False;True;False;False;True;False;False;False
> 3 AÑOS;HOL;False;True;False;False;True;False;False;False;False
> 3 AÑOS;AYR;True;True;False;True;False;True;False;False;False
> 3 AÑOS;JER;False;False;True;True;True;False;False;False;False
> 3 AÑOS;HOL;False;False;False;False;True;False;False;True;True
> 3 AÑOS;AYR;False;True;False;False;False;True;False;True;False
> 2 AÑOS;AYR;True;True;True;False;True;True;False;False;False
> 3 AÑOS;JER;True;True;False;False;True;False;True;False;False
> 2 AÑOS;NOR;True;False;False;False;False;False;False;True;False
> 3 AÑOS;AYR;False;True;True;False;True;False;False;False;False
> 3 AÑOS;NOR;False;True;True;True;False;False;False;False;False
> 2 AÑOS;JER;True;True;False;True;False;True;False;False;False
> 3 AÑOS;NOR;False;False;True;True;False;True;False;False;False
> 3 AÑOS;NOR;True;False;False;False;False;True;False;True;False
> 2 AÑOS;HOL;True;True;True;True;False;True;False;False;False
> 3 AÑOS;HOL;True;False;True;False;True;False;True;False;False
> 4 AÑO;NOR;False;False;False;False;True;True;True;False;False
> 4 AÑO;JER;False;False;False;True;False;True;False;False;False
> 3 AÑOS;HOL;False;True;True;False;True;False;True;False;False
> 3 AÑOS;HOL;False;True;False;True;False;True;True;False;False
> 3 AÑOS;JER;True;False;True;True;True;True;False;True;False
> 3 AÑOS;AYR;True;True;True;False;False;False;False;False;True
> 2 AÑOS;AYR;True;True;True;True;False;False;False;False;False
> 3 AÑOS;HOL;True;True;False;False;False;True;False;False;False
> 3 AÑOS;HOL;True;False;False;True;True;False;True;False;True
> 4 AÑO;HOL;True;True;True;False;False;True;False;False;False
> 4 AÑO;JER;False;False;False;True;False;True;False;False;False
> 3 AÑOS;JER;False;True;True;True;False;False;False;False;False
> 3 AÑOS;NOR;True;True;True;True;True;False;False;False;False
> 3 AÑOS;HOL;True;True;True;False;True;False;False;True;False
> 3 AÑOS;AYR;False;True;True;True;False;True;False;False;False
> 4 AÑO;HOL;True;False;True;True;True;True;False;False;True
> 4 AÑO;HOL;True;True;False;True;True;True;True;True;True
> 2 AÑOS;AYR;False;False;True;False;True;True;False;False;False
> 3 AÑOS;AYR;False;False;False;False;True;True;False;True;False
> 3 AÑOS;JER;False;True;True;True;False;True;False;False;True
> 3 AÑOS;AYR;True;False;True;False;False;True;False;False;False
> 3 AÑOS;HOL;False;False;True;False;False;True;False;False;False
> 3 AÑOS;NOR;True;True;False;False;True;False;False;False;False
> 3 AÑOS;NOR;False;True;False;True;False;False;False;False;False
> 3 AÑOS;HOL;False;True;False;True;False;True;True;False;False
> 3 AÑOS;HOL;False;False;True;False;True;False;True;False;False
> 3 AÑOS;HOL;True;True;False;False;False;False;True;False;False
> 3 AÑOS;HOL;False;True;True;False;False;True;False;False;False
> 2 AÑOS;NOR;True;True;False;False;True;True;False;False;True
> 3 AÑOS;HOL;False;False;True;False;False;True;True;True;False
> 3 AÑOS;NOR;True;True;False;True;False;True;False;True;False
> 3 AÑOS;AYR;True;False;False;False;False;True;True;False;True
> 4 AÑO;JER;False;False;True;False;True;True;True;False;True
> 3 AÑOS;NOR;False;False;True;False;False;True;False;False;False
> 3 AÑOS;HOL;True;False;True;False;True;False;False;False;False
> 3 AÑOS;JER;True;True;False;False;False;True;False;False;False
> 4 AÑO;HOL;False;True;True;False;False;True;True;False;False
> 4 AÑO;NOR;False;True;False;False;True;True;False;False;False
> 2 AÑOS;HOL;True;False;False;False;True;False;False;True;False
> 3 AÑOS;AYR;False;False;True;False;False;False;False;False;False
> 3 AÑOS;HOL;True;True;True;True;False;False;False;False;False
> 3 AÑOS;NOR;False;True;False;False;True;True;False;False;False
> 3 AÑOS;HOL;True;False;True;True;False;True;True;False;False
> 2 AÑOS;NOR;False;True;True;True;False;False;False;False;False
> 2 AÑOS;JER;False;False;False;False;False;True;True;False;False
> 3 AÑOS;AYR;False;False;True;False;True;True;True;False;True
> 3 AÑOS;JER;False;True;False;True;True;False;True;False;True
> 3 AÑOS;JER;False;False;False;True;False;True;False;False;False
> 3 AÑOS;JER;False;False;False;False;False;False;True;False;True
> 2 AÑOS;HOL;True;True;True;True;False;False;False;False;False
> 3 AÑOS;HOL;False;True;False;False;False;True;False;False;True
> 2 AÑOS;HOL;True;True;True;False;True;False;True;False;False
> 2 AÑOS;HOL;True;False;True;True;True;True;False;True;False
> 2 AÑOS;JER;True;True;False;True;False;False;False;False;False
> 4 AÑO;HOL;True;True;True;False;False;False;True;False;False
> 3 AÑOS;JER;True;True;False;False;True;True;True;False;False
> 3 AÑOS;JER;True;True;True;True;True;False;False;False;False
> 3 AÑOS;NOR;True;True;False;False;False;True;False;False;False
> 3 AÑOS;HOL;False;True;True;False;True;False;False;False;False
> 3 AÑOS;HOL;False;True;False;False;True;False;True;True;False
> 3 AÑOS;AYR;True;True;True;True;False;False;False;False;True
> 3 AÑOS;AYR;True;True;True;False;False;True;True;False;False
> 4 AÑO;JER;True;False;True;False;True;False;False;True;False
> 3 AÑOS;JER;False;True;True;False;True;False;False;False;False
> 3 AÑOS;HOL;False;False;True;True;True;False;True;False;False
> 3 AÑOS;HOL;False;True;True;False;True;True;False;False;False
